Sample,DS001C_MRS_Blank_1_HILICMSneg_20231023.d,DS001C_MRS_Blank_2_HILICMSneg_20231023.d,DS001C_MRS_Blank_3_HILICMSneg_20231023.d,DS001C_MRS_Blank_4_HILICMSneg_20231023.d,DS001C_MRS_Blank_5_HILICMSneg_20231023.d,DS001C_MRS_Blank_6_HILICMSneg_20231023.d,DS001C_MRS_LGG_1_HILICMSneg_20231023.d,DS001C_MRS_LGG_2_HILICMSneg_20231023.d,DS001C_MRS_LGG_3_HILICMSneg_20231023.d,DS001C_MRS_LGG_4_HILICMSneg_20231023.d,DS001C_MRS_LGG_5_HILICMSneg_20231023.d,DS001C_MRS_LGG_6_HILICMSneg_20231023.d,DS001C_MRS_RC-14_1_HILICMSneg_20231023.d,DS001C_MRS_RC-14_2_HILICMSneg_20231023.d,DS001C_MRS_RC-14_3_HILICMSneg_20231023.d,DS001C_MRS_RC-14_4_HILICMSneg_20231023.d,DS001C_MRS_RC-14_5_HILICMSneg_20231023.d,DS001C_MRS_RC-14_6_HILICMSneg_20231023.d,DS001C_MRS_V1061_1_HILICMSneg_20231023.d,DS001C_MRS_V1061_2_HILICMSneg_20231023.d,DS001C_MRS_V1061_3_HILICMSneg_20231023.d,DS001C_MRS_V1061_4_HILICMSneg_20231023.d,DS001C_MRS_V1061_5_HILICMSneg_20231023.d,DS001C_MRS_V1061_6_HILICMSneg_20231023.d,DS001C_MRS_V195_1_HILICMSneg_20231023.d,DS001C_MRS_V195_2_HILICMSneg_20231023.d,DS001C_MRS_V195_3_HILICMSneg_20231023.d,DS001C_MRS_V195_4_HILICMSneg_20231023.d,DS001C_MRS_V195_5_HILICMSneg_20231023.d,DS001C_MRS_V195_6_HILICMSneg_20231023.d,DS001C_MRS_V336_1_HILICMSneg_20231023.d,DS001C_MRS_V336_2_HILICMSneg_20231023.d,DS001C_MRS_V336_3_HILICMSneg_20231023.d,DS001C_MRS_V336_4_HILICMSneg_20231023.d,DS001C_MRS_V336_5_HILICMSneg_20231023.d,DS001C_MRS_V336_6_HILICMSneg_20231023.d,DS001C_MRS_V339_1_HILICMSneg_20231023.d,DS001C_MRS_V339_2_HILICMSneg_20231023.d,DS001C_MRS_V339_3_HILICMSneg_20231023.d,DS001C_MRS_V339_4_HILICMSneg_20231023.d,DS001C_MRS_V339_5_HILICMSneg_20231023.d,DS001C_MRS_V339_6_HILICMSneg_20231023.d,DS001C_MRS_V347_1_HILICMSneg_20231023.d,DS001C_MRS_V347_2_HILICMSneg_20231023.d,DS001C_MRS_V347_3_HILICMSneg_20231023.d,DS001C_MRS_V347_4_HILICMSneg_20231023.d,DS001C_MRS_V347_5_HILICMSneg_20231023.d,DS001C_MRS_V347_6_HILICMSneg_20231023.d,DS001C_MRS_V368_1_HILICMSneg_20231023.d,DS001C_MRS_V368_2_HILICMSneg_20231023.d,DS001C_MRS_V368_3_HILICMSneg_20231023.d,DS001C_MRS_V368_4_HILICMSneg_20231023.d,DS001C_MRS_V368_5_HILICMSneg_20231023.d,DS001C_MRS_V368_6_HILICMSneg_20231023.d,DS001C_MRS_V369_1_HILICMSneg_20231023.d,DS001C_MRS_V369_2_HILICMSneg_20231023.d,DS001C_MRS_V369_3_HILICMSneg_20231023.d,DS001C_MRS_V369_4_HILICMSneg_20231023.d,DS001C_MRS_V369_5_HILICMSneg_20231023.d,DS001C_MRS_V369_6_HILICMSneg_20231023.d,DS001C_MRS_V370_1_HILICMSneg_20231023.d,DS001C_MRS_V370_2_HILICMSneg_20231023.d,DS001C_MRS_V370_3_HILICMSneg_20231023.d,DS001C_MRS_V370_4_HILICMSneg_20231023.d,DS001C_MRS_V370_5_HILICMSneg_20231023.d,DS001C_MRS_V370_6_HILICMSneg_20231023.d,DS001C_MRS_V371_1_HILICMSneg_20231023.d,DS001C_MRS_V371_2_HILICMSneg_20231023.d,DS001C_MRS_V371_3_HILICMSneg_20231023.d,DS001C_MRS_V371_4_HILICMSneg_20231023.d,DS001C_MRS_V371_5_HILICMSneg_20231023.d,DS001C_MRS_V371_6_HILICMSneg_20231023.d,DS001C_MRS-R_Blank_1_HILICMSneg_20231023.d,DS001C_MRS-R_Blank_2_HILICMSneg_20231023.d,DS001C_MRS-R_Blank_3_HILICMSneg_20231023.d,DS001C_MRS-R_Blank_4_HILICMSneg_20231023.d,DS001C_MRS-R_Blank_5_HILICMSneg_20231023.d,DS001C_MRS-R_Blank_6_HILICMSneg_20231023.d,DS001C_MRS-R_LGG_1_HILICMSneg_20231023.d,DS001C_MRS-R_LGG_2_HILICMSneg_20231023.d,DS001C_MRS-R_LGG_3_HILICMSneg_20231023.d,DS001C_MRS-R_LGG_4_HILICMSneg_20231023.d,DS001C_MRS-R_LGG_5_HILICMSneg_20231023.d,DS001C_MRS-R_LGG_6_HILICMSneg_20231023.d,DS001C_MRS-R_RC-14_1_HILICMSneg_20231023.d,DS001C_MRS-R_RC-14_2_HILICMSneg_20231023.d,DS001C_MRS-R_RC-14_3_HILICMSneg_20231023.d,DS001C_MRS-R_RC-14_4_HILICMSneg_20231023.d,DS001C_MRS-R_RC-14_5_HILICMSneg_20231023.d,DS001C_MRS-R_RC-14_6_HILICMSneg_20231023.d,DS001C_MRS-R_V1061_1_HILICMSneg_20231023.d,DS001C_MRS-R_V1061_2_HILICMSneg_20231023.d,DS001C_MRS-R_V1061_3_HILICMSneg_20231023.d,DS001C_MRS-R_V1061_4_HILICMSneg_20231023.d,DS001C_MRS-R_V1061_5_HILICMSneg_20231023.d,DS001C_MRS-R_V1061_6_HILICMSneg_20231023.d,DS001C_MRS-R_V195_1_HILICMSneg_20231023.d,DS001C_MRS-R_V195_2_HILICMSneg_20231023.d,DS001C_MRS-R_V195_3_HILICMSneg_20231023.d,DS001C_MRS-R_V195_4_HILICMSneg_20231023.d,DS001C_MRS-R_V195_5_HILICMSneg_20231023.d,DS001C_MRS-R_V195_6_HILICMSneg_20231023.d,DS001C_MRS-R_V336_1_HILICMSneg_20231023.d,DS001C_MRS-R_V336_2_HILICMSneg_20231023.d,DS001C_MRS-R_V336_3_HILICMSneg_20231023.d,DS001C_MRS-R_V336_4_HILICMSneg_20231023.d,DS001C_MRS-R_V336_5_HILICMSneg_20231023.d,DS001C_MRS-R_V336_6_HILICMSneg_20231023.d,DS001C_MRS-R_V339_1_HILICMSneg_20231023.d,DS001C_MRS-R_V339_2_HILICMSneg_20231023.d,DS001C_MRS-R_V339_3_HILICMSneg_20231023.d,DS001C_MRS-R_V339_4_HILICMSneg_20231023.d,DS001C_MRS-R_V339_5_HILICMSneg_20231023.d,DS001C_MRS-R_V339_6_HILICMSneg_20231023.d,DS001C_MRS-R_V347_1_HILICMSneg_20231023.d,DS001C_MRS-R_V347_2_HILICMSneg_20231023.d,DS001C_MRS-R_V347_3_HILICMSneg_20231023.d,DS001C_MRS-R_V347_4_HILICMSneg_20231023.d,DS001C_MRS-R_V347_5_HILICMSneg_20231023.d,DS001C_MRS-R_V347_6_HILICMSneg_20231023.d,DS001C_MRS-R_V368_1_HILICMSneg_20231023.d,DS001C_MRS-R_V368_2_HILICMSneg_20231023.d,DS001C_MRS-R_V368_3_HILICMSneg_20231023.d,DS001C_MRS-R_V368_4_HILICMSneg_20231023.d,DS001C_MRS-R_V368_5_HILICMSneg_20231023.d,DS001C_MRS-R_V368_6_HILICMSneg_20231023.d,DS001C_MRS-R_V369_1_HILICMSneg_20231023.d,DS001C_MRS-R_V369_2_HILICMSneg_20231023.d,DS001C_MRS-R_V369_3_HILICMSneg_20231023.d,DS001C_MRS-R_V369_4_HILICMSneg_20231023.d,DS001C_MRS-R_V369_5_HILICMSneg_20231023.d,DS001C_MRS-R_V369_6_HILICMSneg_20231023.d,DS001C_MRS-R_V370_1_HILICMSneg_20231023.d,DS001C_MRS-R_V370_2_HILICMSneg_20231023.d,DS001C_MRS-R_V370_3_HILICMSneg_20231023.d,DS001C_MRS-R_V370_4_HILICMSneg_20231023.d,DS001C_MRS-R_V370_5_HILICMSneg_20231023.d,DS001C_MRS-R_V370_6_HILICMSneg_20231023.d,DS001C_MRS-R_V371_1_HILICMSneg_20231023.d,DS001C_MRS-R_V371_2_HILICMSneg_20231023.d,DS001C_MRS-R_V371_3_HILICMSneg_20231023.d,DS001C_MRS-R_V371_4_HILICMSneg_20231023.d,DS001C_MRS-R_V371_5_HILICMSneg_20231023.d,DS001C_MRS-R_V371_6_HILICMSneg_20231023.d,DS001C_Waterblank_1_1_HILICMSneg_20231023.d,DS001C_Waterblank_2_1_HILICMSneg_20231023.d,DS001C_Waterblank_3_3_HILICMSneg_20231023.d,DS001C_Waterblank_4_4_HILICMSneg_20231023.d,DS001C_Waterblank_5_5_HILICMSneg_20231023.d,DS001C_Waterblank_6_6_HILICMSneg_20231023.d,DS001C_Waterblank_7_7_HILICMSneg_20231023.d,DS001C_Waterblank_8_8_HILICMSneg_20231023.d,DS001C_Waterblank_9_9_HILICMSneg_20231023.d
5-(2-oxoethylideneamino)-6-D-ribitylaminouracil (5-OE-RU)_315.0941_2.5,626721,1905814,914954,335379,825676,12923,188652,109895,2555526,1971762,2553901,397446,537514,81527,36497,280212,818274,126444,1404604,117185,776143,279690,86195,51377,817245,638310,186735,695607,400985,655417,369991,351787,323648,345315,426887,654718,5444468,1329171,71811,151598,441296,235367,542705,72967,2200028,135310,1647024,359331,494468,168336,229431,1794842,224742,131508,787323,6068549,4520672,1400010,365586,77145,427449,339367,281111,182119,164886,8835,407500,530675,236350,182246,251514,136028,1674819,1912286,2539007,1241117,578005,2106586,3151371,215698,3085501,528711,5882994,3014503,60149,246867,269060,5031981,3589140,9353003,75583,359011,971006,156627,1789259,218829,1765452,1379824,273676,1210425,680236,951350,375907,5967347,409458,4742444,145248,4615417,1125626,804994,838274,263366,413485,850330,440180,1558552,2817416,134547,148233,1241496,1934247,226743,385299,198957,392505,703813,54022,6327722,133654,62264,8339603,10017763,72676,995986,308195,452552,287144,468940,6447087,526049,763813,267464,114175,211873,10346,0,140525,2818,0,3212,0,0,6382
5-(2-oxopropylideneamino)-6-D-ribitylaminouracil (5-OP-RU)_329.10975_2.5,45336504,46393239,47071991,43119490,40935852,0,39765193,38522123,37839103,39305435,38250398,36895652,2471993,3209395,2082797,1992393,3001988,2590249,26586964,29997648,28714864,25895575,29014878,29358909,26384604,25661706,24915218,25839826,24658860,23905676,29329937,29476753,32648092,33641529,27518072,32385098,6712030,30026742,31536347,32152528,32530853,34252947,26623802,27602546,26404190,26673374,30515564,27235480,27445500,26532827,26193393,24025157,28093129,28967297,5217080,5651499,6031533,4263134,5929281,5682505,5744508,4940275,562155,8077255,2309030,24581,28583871,29722075,30705080,29151414,29353859,31160901,29186311,32600018,32214269,60792526,26439210,32714353,20588736,18355254,21048116,22031567,22926011,22148043,63531,2015823,2865234,2765839,3909596,2519767,18828596,14525272,15894826,15008059,15088185,15974195,14653256,15583016,16681436,14570753,16848563,16107672,22290115,17841251,18585918,18200144,18153366,19745743,21697653,18527075,18437586,18742552,18887136,20498920,20631489,16587209,16742678,17941425,17130212,17461619,20020948,17962223,19216793,17936262,17806528,17425176,3024565,2449927,2727420,2467140,3590155,2318962,71585,14185056,14003808,13679863,10489056,9901221,22798898,17210257,17669591,17611327,19351522,19273422,19336,18773,33523,0,18736,18293,0,6447,0
5-6-Dimethylbenzimidazole_131.07349_1.98,7261676,2724429,8132001,7719770,7833815,8425,5801704,42371365,42067628,10003590,43617471,44376412,63780397,105786104,104863306,106136936,107185741,109060726,28803863,30451277,29687501,29000429,29692261,31253167,10080157,10987424,10040264,10161984,9305069,8974455,63571422,170269117,166268994,61016364,176190143,34941246,74503282,72110203,78378500,174593078,72357270,74609251,180901375,182777226,65025669,185601510,65800638,64228190,11357876,178665222,63927188,171365591,63602683,64638433,74037290,71825707,71443007,196407197,72920115,196778896,37165151,10656675,35155297,43338904,70372799,1490783,66376375,154764597,61858398,62189064,150370255,60010294,6681876,5851084,6019392,8338845,6740314,7549626,29938469,32825062,20865679,37782764,36523120,41133239,65816534,78762749,79135885,84738327,83312376,83451827,22586764,20103550,20914348,21980780,23025195,24181797,5938217,7530629,6156799,6031152,6293992,5689758,67692166,63701557,61791837,23611075,184286668,62865100,70898672,55987584,65514307,77039114,169648340,67488451,64428999,183364704,64256646,65741622,193039617,91301547,64147040,181871302,180169504,177144227,60753625,175363178,41414500,33625306,63763080,87811172,66586236,66525661,13819981,134018964,38082001,135375684,65353265,114752948,65924030,62152410,62671645,150551626,65082032,63817126,23625,4329,564941,410222,491415,466419,664442,291936,475854
5-amino-6-(D-ribitylamino)uracil (5-A-RU)_275.09918_1.5,61217163,62771709,62552039,59776513,64397197,316877,1611535,15936330,14300318,17973524,27889263,11246475,2871287,4011179,1613807,2392001,11654710,34863347,26031016,54290751,45431023,40532991,45842659,33598488,47028007,45603752,46219905,50084573,45892899,45183556,1250022,15084972,17357783,27427309,928983,890493,3605452,723029,35878204,31690941,35470876,36791663,32703714,16544768,27461849,598506,43575535,8652209,32814456,30990064,2816223,2180706,2781698,2310163,796531,1126477,14670570,1434690,17182467,17216722,4419072,4149480,556548,7548777,1934906,18528,11021534,34762086,1488639,1213346,31418610,760462,14846928,77204360,74745126,40072240,66598307,17125731,7778838,36754207,7745800,39009655,45160125,9956750,228037,1624516,3941189,5184001,1384622,4068465,57262688,44090431,50407861,46896454,47260003,48194055,48066190,49376096,50089928,48981092,50747433,51218289,8308300,37572680,3751939,35133816,35168283,26742735,2402983,18131071,1664217,25159737,1777833,1843916,20410831,9610662,1469424,15231555,3153036,12266460,33501710,1264653,6698549,31640690,25827215,3350979,572574,8010859,484265,8766070,2095409,641109,858051,28280078,27148840,22394635,15613276,14924820,6311323,5917108,13777782,974051,7944787,361100,0,30658,161209,103217,13554,222601,17793,149567,280904
5-hydroxyindoleacetic acid_190.05044_3.952,4805512,260041,5200672,4375506,4841347,11919,5719136,4575841,10210630,7054456,1442818,10632578,3734070,1849545,6728458,5693713,4668185,5161122,2585528,5222251,5218814,5131251,10078979,3697839,4389749,5206895,4713459,5081848,5264906,4986759,6931200,5975301,6864317,8425490,6676445,5759756,13145403,3913145,8516456,15333201,4417678,4251246,7470600,9571663,9989880,3290220,2127004,220033,5689750,7180672,7481809,8869298,5856296,1524229,627078,4841652,3731030,5079982,17355464,3635783,4856412,4895120,558808,8013218,2889680,37902,6945135,677082,7018122,6555217,5987506,6165592,1461891,4387891,3454502,2798945,4400005,2094455,5995431,9480835,4481832,11239629,7657254,8305026,1713422,1263128,8157414,1816406,1436198,1854169,4514173,6943826,6977355,6067252,4363760,6472888,5817434,4447079,4258563,5262570,6338858,4670120,1288689,1573725,4708338,3813954,3422263,4745225,5321539,9000577,4679464,1221351,1599071,15586056,1900672,2105442,2900681,3819381,763898,2981455,2564295,3770219,3251150,5168224,1288142,14873797,1357012,2574880,2498828,1533249,426641,3401813,82748,10908362,3703524,5680813,1934675,10348783,1594304,754615,5201777,4184736,775317,4715578,161092,0,2360684,6364,6115,10376,0,9789,2972
5-Methoxytryptamine_189.10281_3.818,437121,239873,389246,385951,337968,8506,712824,208866,214920,233872,406918,152664,946496,44857,703684,52594,588250,370629,374251,206495,615617,486821,548073,141533,115917,299121,214701,240038,343521,292653,81412,717995,907251,407685,103577,176923,178063,257909,301563,242225,874218,341904,163576,234581,48608,122161,122342,75786,61516,174665,502112,1014773,48715,860695,346639,264741,121156,359158,291117,68110,35304,546757,41037,70851,51752,95833,424327,80769,1486391,14835,318929,190377,238736,3882048,3911389,402605,4049672,3921217,2589278,525662,620443,2190024,259433,1403141,5355667,547279,267188,309655,1602445,179795,3448721,3544080,281868,475385,3863388,464055,294075,3945151,4076636,742315,519239,3659419,1462544,486145,777045,1192790,449196,569525,1461658,875649,411836,2192051,1534315,1466789,1657103,1353574,1065716,129373,206835,622897,4170848,162599,686846,322760,840767,46537,184938,229157,4889622,1498914,914793,758929,25658,732099,343625,2475047,2393014,2270904,1050148,893357,421348,555468,1352126,307717,4135,3776,874013,10125,24505,33053,9386,18206,33736
"6,7-Dimethy8-ribityllumazine (R6,7-diMe)_325.1148_4.13",4316600,4119757,5613278,2022981,1624763,0,2888242,3082371,2920222,2900110,4187097,1424323,5814271,4422725,3604330,3871864,4323156,3572552,5878714,3192014,5070431,6444746,6103400,5965209,4115189,5804751,4897060,3527255,5326017,5252331,548767,5223341,5457454,534089,784386,1005412,252561,377473,1007194,327961,1099122,2521576,771306,525230,762298,1269809,393648,1764054,212684,1827122,233544,1308308,867574,2033292,2989207,551239,3767595,2952217,2069925,438921,1743804,1210277,260847,879635,924807,64283,1650918,3764749,267386,907252,1835567,402031,446860,1160695,0,1536746,1678574,757276,1000662,2400741,1448167,1273638,1712203,2544173,3290937,3746792,556970,1045709,303150,478063,1467051,596636,685080,705542,467728,540038,692750,573450,316337,636402,558897,600539,2112774,699841,2282462,886032,821484,758404,401978,378010,585548,773138,965710,625771,423363,677231,471790,1991621,829593,910994,4475417,849138,680636,815266,883152,823724,1053769,22560547,894784,1079079,1022510,1041683,171702,597576,1548104,1335532,816261,795840,1132076,578060,2001419,431517,767805,830153,8646,33063,1419167,173074,39243,265717,17481,16020,411650
7-Hydroxy-6-methy8-(1-D-ribityl)lumazine (R6-me-7-OH)_327.0941_5,24416895,25809469,25593395,25201738,25871371,0,1276457,1372678,1614974,6226316,1605864,1626424,4050992,5266414,3909608,9828465,10747417,5379354,19868172,21317133,20005433,19169357,19272633,19928552,24158770,23469194,23151352,23383589,23575657,23490712,4501285,4239476,1936827,3453737,3745609,1496483,3203824,4646587,4280064,4312563,5074107,4322458,3539587,3764573,3791713,1240224,3671795,3832600,3472160,412984,3136891,2875378,982429,4008090,3558167,824180,625167,3739753,850078,753320,28861,455342,128994,957128,250847,22635,1073671,1133161,993609,943398,1015364,986674,11716941,12229337,8379380,23643041,11591220,8704816,3438553,2950357,3940917,3698365,4017277,3715328,6148219,3721664,2579310,1897890,4447977,6111056,8663091,9207264,8856807,8460213,7465285,9083482,8969125,10006890,10190090,9516922,10625507,9058134,2743545,996641,832169,1197567,3166540,1289810,4237792,3917675,2289688,3064754,3528261,3393476,1000397,3102725,2755939,2591339,1218040,3361093,3446757,2537597,992219,405489,2852727,68145,1034873,1762250,1892202,643724,2537518,2427670,55155,769706,1881545,460692,587611,665651,1329560,2862796,479828,2780377,3011799,943410,19650,12912,14700,221649,74965,0,113298,95952,77521
Acetylcholine_145.1103_23-691,53424507,25401573,16615172,20059613,54026128,8857042,26098593,1922743,17023936,63538536,31393281,54697179,52678582,1999452,27608161,20199680,56944923,59855006,17414281,27378471,24894470,61219421,50995008,33849768,46343478,48282509,48643867,48798818,48514092,52870600,68106546,58839531,62346601,69546810,69186520,63041269,55952649,75050687,72908794,62879414,63127493,79530323,66572619,62289526,71389955,61827722,65421174,71410477,52643558,67536927,67531599,26336673,70348218,62191900,67301818,69455733,70345949,62466050,72439271,74719123,6455575,6009034,543123,16262296,7440648,4789729,65234430,68176004,10348192,63822612,66126407,35949615,47675472,50594020,50949411,93196463,15293335,51638131,50663604,43362122,22320121,19509263,33413607,29935030,39046940,6267912,64872165,78675666,88741954,53530671,47618045,24076018,25125371,25594322,25182486,25849897,31686405,24836102,25272553,26901150,28955163,26191985,60552640,20541209,47235572,38881026,45752746,42915559,73151599,43851348,38489671,47511576,44801841,48328048,66804599,16065371,10876769,48931020,43913680,50738499,59773952,11173535,20181163,38756870,46581513,45248441,35606959,41969391,41506613,47956174,57667000,51901595,1257537,22363108,28645003,18389080,4909597,11906971,55454834,37867888,34332829,34765841,22743116,19237134,153103,160057,7031358,1192714,1251510,8545514,1109879,1678003,124751
Acetyltryptophan_245.0926_4-2,11201379,14074939,12580859,12246407,13246608,14490,8228902,12574253,10646251,11427820,10489805,8805148,10087281,9357001,9660842,9996618,1982243,11330446,9339594,9194484,8064092,8318724,10229081,9929455,10273664,9292258,9985105,10207246,9499119,9132249,9646582,3946770,997046,8415842,1132988,1232382,8965962,9232647,8874357,8950321,8134403,5266886,8203313,8968260,8976481,9246902,9546975,8290376,9200097,7869255,1055607,4298164,8739913,792990,6533857,5502103,7739217,7686757,6659352,6181975,454917,2591963,674859,3327535,1942096,37953,7472791,934288,621431,1163251,6989559,7287732,11422981,15977303,11562636,14603767,12068373,12414247,12147855,8994410,10584395,9127541,12628733,11016497,4231711,8750628,12243507,10452361,10452924,12552121,9856336,9576682,11090474,1821884,9466291,9938432,8922599,9494331,8949616,9690928,8529758,9218866,8009953,473870,8584788,7018209,7112729,1240347,9467601,869839,685649,8945242,8135038,1428302,8143718,8151387,9243558,8053958,9493967,10304165,8918671,8504797,7140857,1017137,6241995,7393564,7608230,4906030,4722811,6596922,7087107,7046943,367104,571607,4248073,540641,4247713,3393597,10962665,7128959,8096959,6930236,7490558,7608577,34842,144618,103503,41887,8083,3754,19320,0,43642
Adenosine monophosphate (AMP)_346.05525_12.425,18099313,28993235,25371860,26989622,25120462,2846173,9666223,15242244,17366300,10020536,18401912,16253485,3679166,3363253,3410654,2323863,5956046,895074,10144659,18243273,13725723,16026403,15742693,18790329,18839732,19511217,19542075,14274698,19151189,19092028,4648224,3707173,5024702,3410329,3392299,6105034,4637539,4483330,4158472,4431822,4101398,713954,3753214,4273343,5397968,4364453,4466303,3862249,3404938,3072838,3680900,2809797,3560311,865959,2355965,2627471,2371710,3596546,1620762,3482529,270166,242221,86867,159740,199452,23876,2365723,2955512,3225634,3147384,3141411,37155,38699029,16136505,33675968,41436271,32367447,33626967,18042924,17136492,14343433,21002304,17860096,18710994,270078,9642096,1515988,8544884,6474794,7966891,26199862,17144368,18426046,17093954,17775673,17680698,21201490,17828741,14675439,19482761,21313388,17897862,5745727,3308685,3131748,445825,3698105,3231808,5674433,4506651,3175750,3214391,230301,4366714,323200,214698,2768881,4306956,3285925,4185546,4011200,2670164,3433763,3235750,2946795,2963050,5684632,3823389,3037201,317025,4143401,4958632,13532,1343100,551542,86988,823040,578543,3529439,2822075,2615464,2527822,3790804,3784063,38049,62569,47321,8918,70046,9344,68383,12007,11485
Adenosine_266.08893_2.435,418912,695063,888006,402390,907468,0,272457,342238,2165771,1399511,837757,2084813,1043374,1062055,747251,1086592,1172219,980619,244139,413694,574532,514476,735132,717303,801927,830141,608092,699884,830803,295216,66599,1396666,874770,778110,402876,428192,885204,226414,126325,45859,56994,460273,36952,0,126981,173315,224559,53925,122139,155428,27175,109886,52074,58937,162525,369538,67313,72817,77880,160447,129175,314780,23389,80003,72846,0,84394,7341777,248462,368142,186489,620776,1029796,208153,662553,675860,2382748,819084,2625494,1198745,4608809,2158236,3688677,3087181,405181,490627,1507624,2454358,662087,3656258,914131,1698119,1259372,195815,1382804,892579,2314760,122802,625045,2396140,711251,1639829,102293,1032488,205627,2218666,693089,305956,82820,50028,777594,734583,1324433,1569097,133241,734879,782666,35538,191363,100122,453490,448113,396483,671440,414789,407287,16429,249688,46005,125899,676226,32962,15743,1303929,1520464,1132112,430360,482857,195866,1685996,602113,515642,383083,309438,33069,8298,7288,6405,1853,9166,0,17809,4351
Alfa-aminobutyric acid_102.0555_6.565,1539340,1347853,1510872,1342656,1419732,0,1344591,1354987,1401240,1440722,141034,456232,499588,576845,700008,743191,745718,766519,853067,714194,704138,726616,643819,728413,1296047,883555,1089922,1029017,967907,991987,627348,621097,606189,713689,700216,662346,376223,920368,1059874,1083428,981363,1153260,606224,736024,616748,609056,339288,582948,411040,506209,294959,306891,328847,499137,263861,1852122,394484,691900,74899,737750,506763,495970,181984,803510,383289,7637,306392,288359,290579,317837,331722,290216,1774620,1773341,1754171,1506738,1716769,1905299,777954,900833,967480,690572,561232,812001,25142932,566696,830768,453454,494480,414591,1274674,1204588,1192577,1360102,1067227,1051539,1207002,1352866,1195898,1242101,1273322,1358278,474856,882163,803905,879961,880115,914422,803060,1069836,1212612,914008,1242851,948481,452833,493819,896503,661187,847854,690706,468295,767537,726356,528442,858432,513856,246225,766790,735231,711641,297605,468316,70301,736380,767846,605192,476162,370665,311780,645390,815102,590196,591043,675438,17175,16353,0,0,10104,2072,0,0,1889
Al ltrans retinal_283-20622_1.304,109521,1821875,204795,281178,1747112,161232,141312,96747,73305,251530,83291,663950,262482,436068,464022,190571,66190,77695,180923,286678,67573,588509,70733,31336,232263,206506,119803,2240691,126473,79845,763378,505420,294905,255250,192195,193078,124518,952263,814838,171155,27362,124988,697826,765075,669529,606034,811385,1080500,198097,34135,309478,779397,235526,314065,453318,125053,670603,509732,365204,172788,359050,101844,126439,139449,103098,0,104761,656325,157031,272643,73852,46160,1902680,98655,79869,2946120,5941746,128347,32290,90957,133590,241871,163561,1809062,1183745,205453,0,2622454,124152,154362,37287,140482,74134,9606,59238,138800,61018,1947245,2536734,4273092,1651003,2169539,145642,614465,228706,389564,192420,584068,252696,232077,144219,15067,175474,366874,250225,316769,22999,310813,202636,312474,299856,241798,0,270378,281965,249241,1799,100434,331172,535962,341877,285844,8494,0,373357,328336,299033,16901,270125,289795,136937,120021,320681,154416,5024,9985,743085,15977,5576,23116,17474,0,4059
Allantoin_157.03619_2.312,3552869,3828673,1231288,771426,3905628,0,2455744,801240,1986371,190412,714777,2934312,1210104,0,369502,0,323073,0,854927,0,0,3669755,0,0,135140,0,0,3512562,1471328,2673343,443875,199512,49734,0,0,422770,832601,949904,448305,530092,616222,840687,1096314,823461,816628,697626,1072751,970927,92463,0,0,0,336719,0,351400,102733,934464,2975076,425905,1763885,334255,0,0,340929,249436,0,364356,336796,67691,147991,304402,0,4058010,808733,4164408,462866,2366041,162784,344737,752302,720383,723836,935516,1593591,507116,761234,541226,924958,349725,385313,3132011,3847337,3721183,1641411,1277841,83906,1530052,1582993,1658525,1634614,1475445,1644353,0,0,0,674295,0,279642,798833,465821,844170,943728,911226,626325,1009667,825570,761679,414987,687658,744290,0,0,0,621010,0,265652,1292397,849440,609025,594367,280483,450716,0,42626,426883,0,181031,69005,0,365459,94329,247562,297116,329430,0,0,341422,0,0,0,0,0,0
Alloisolithocholic acid-Lithocholic acid_375-2899_1.55,104848,103146,51474,62191,67127,9414,210858,175798,90616,88068,142520,151746,80847,191707,97768,96624,118540,192491,50628,108986,23974,76929,67293,108471,32388,17423,112421,74256,124672,55711,83976,202749,176415,81017,153797,91897,308308,240395,311599,225345,330905,164306,158476,231619,198961,214812,204636,22675,77539,64700,81981,242076,125055,183713,106245,29175,86529,107335,57161,65491,34396,25159,0,42885,7626,0,80845,51511,124688,13554,11193,133744,45382506,12286671,11609244,12695,34943254,12452530,81435,53949,84642,88851,92907,101148,107433,72299,139425,73739,75278,37732,625668,92694,561046,1033465,156096,123006,262882,2267297,15247890,4527248,88703,537045,104600,147371,88560,74558,82032,113333,93805,257380,67137,67061,244673,205244,172215,251744,176931,181237,215798,254510,163581,89986,141567,155782,170278,116112,62797,62958,105480,104293,24670,117150,0,67938,70346,213334,86543,104340,168894,95984,91330,95468,64327,97612,24335,52829,51924,0,0,0,0,0,0
